f_hip,f_hd,f_2mass,Fe,C,O,Mg,Si,Ca,Ti,Li,N,F,Na,Al,P,K,Co,Ni,Cu,Zn,Be,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_name,f_p,f_m_p,f_e,f_a,
348 ,225194 ,00042149+1257261 ,-0.15 ,-0.035 ,-0.11 ,,-0.157 ,-0.072 ,-0.097 ,-2.33 ,,,-0.221 ,-0.11 ,,,,-0.133 ,-0.215 ,-0.176 ,,-0.162 ,1.0895931 ,12.9572950 ,24.580 ,47.075 ,21.887 ,57.44 ,thin ,G5 ,8.64 ,0.640 ,-90.70 ,-11.10 ,-12.30 ,5761.5 ,4.39 ,,,,,,,
98677 ,190067 ,20023415+1535311 ,-0.33 ,-0.205 ,-0.2 ,-0.27 ,-0.255 ,-0.26 ,-0.22 ,-2.03 ,-0.62 ,,-0.32 ,-0.305 ,,,-0.34 ,-0.34 ,-0.46 ,-0.52 ,,,300.6423120 ,15.5920770 ,-10.953 ,15.335 ,2.194 ,18.97 ,thin ,K0VFe-0.9 ,7.12 ,0.714 ,53.30 ,-15.00 ,-17.30 ,5393.1 ,4.51 ,,,,,,,
379 ,225216 ,00044199+6709592 ,0.01 ,-0.17 ,-0.06 ,0.155 ,0.1 ,-0.04 ,-0.04 ,-3.07 ,0.19 ,,0.09 ,0.135 ,,,0.13 ,-0.01 ,-0.04 ,0.39 ,,0.59 ,1.1749179 ,67.1664447 ,-13.935 ,-33.342 ,-91.056 ,97.96 ,thin ,K1III ,5.69 ,1.051 ,-24.30 ,-46.00 ,0.10 ,4755.0 ,2.52 ,,,,,,,
65920 ,117515 ,13305142-0302596 ,-0.45 ,,,-0.19 ,-0.26 ,-0.44 ,-0.48 ,,,,,-0.37 ,,-0.55 ,,-0.48 ,,,,,202.7142817 ,-3.0498290 ,11.887 ,-145.436 ,-13.428 ,146.54 ,N/A ,K0III ,6.91 ,1.030 ,9999.00 ,9999.00 ,9999.00 ,4732.0 ,2.62 ,,,,,,,
33160 ,50778 ,06541141-1202188 ,-0.37 ,-0.49 ,-0.45 ,-0.155 ,-0.165 ,-0.27 ,-0.13 ,-4.14 ,,,-0.115 ,0.01 ,,,-0.215 ,-0.395 ,0.24 ,-0.17 ,,0.89 ,103.5474990 ,-12.0386281 ,-64.384 ,8.094 ,37.824 ,75.11 ,thick ,K3/4III ,4.08 ,1.418 ,-78.80 ,-50.30 ,-57.40 ,4008.9 ,1.71 ,,,,,,,
394 ,225239 ,00045378+3439355 ,-0.44 ,-0.3 ,-0.15 ,-0.24 ,-0.28 ,-0.33 ,-0.38 ,-1.3 ,0.04 ,,-0.39 ,-0.41 ,,-0.275 ,-0.49 ,-0.46 ,-0.53 ,-0.44 ,,-0.42 ,1.2240020 ,34.6597840 ,-13.249 ,-36.660 ,-4.000 ,39.19 ,thick ,G2V ,6.11 ,0.632 ,-130.00 ,-53.90 ,-12.20 ,5608.0 ,3.71 ,,,,,,,
400 ,225261 ,00045634+2316106 ,-0.4 ,,-0.02 ,,-0.23 ,,-0.22 ,,,,-0.31 ,,,,,-0.4 ,,,,,1.2346731 ,23.2696287 ,-2.503 ,-7.163 ,-25.214 ,26.33 ,thin ,G9V ,7.81 ,0.755 ,-43.20 ,-16.60 ,-14.00 ,5307.4 ,4.59 ,,,,,,,
407 ,225299 ,00045875-7012448 ,0.16 ,-0.01 ,0.135 ,0.15 ,0.135 ,0.125 ,0.11 ,,,,0.095 ,0.085 ,,,0.145 ,0.14 ,0.02 ,0.01 ,,0.16 ,1.2446546 ,-70.2124424 ,6.447 ,19.060 ,-39.280 ,44.13 ,thin ,G5V ,8.12 ,0.710 ,0.40 ,-25.70 ,2.40 ,5711.5 ,4.43 ,,,,,,,
98714 ,190228 ,20030076+2818245 ,-0.208 ,-0.165 ,-0.19 ,-0.1 ,-0.2 ,-0.19 ,-0.128 ,-2.08 ,-0.36 ,,-0.281 ,-0.17 ,,-0.45 ,-0.15 ,-0.25 ,-0.29 ,-0.34 ,,-0.22 ,300.7532200 ,28.3068569 ,-41.790 ,46.592 ,-2.036 ,62.62 ,thin ,G5IV ,7.31 ,0.793 ,-20.10 ,-47.50 ,-35.70 ,5289.1 ,3.82 ,,,,,,,
413 ,225297 ,00050263-3600545 ,-0.08 ,-0.04 ,-0.03 ,0.0785 ,-0.073 ,-0.0535 ,-0.062 ,-0.63 ,,,-0.1275 ,-0.1675 ,,,-0.0935 ,-0.119 ,-0.32 ,-0.355 ,,-0.11 ,1.2609740 ,-36.0151194 ,-1.750 ,-5.467 ,50.493 ,50.82 ,thin ,G0V ,7.74 ,0.537 ,-50.10 ,-9.80 ,-15.90 ,6162.3 ,4.55 ,,,,,,,
65951 ,117710 ,13311578+4206222 ,0.25 ,-0.08 ,-0.14 ,0.5 ,0.48 ,0.31 ,0.22 ,-3.2 ,,,0.58 ,0.54 ,,,0.31 ,0.35 ,0.28 ,0.64 ,,0.95 ,202.8156935 ,42.1061536 ,4.211 ,-22.756 ,-73.418 ,76.98 ,thin ,K2III ,6.07 ,1.075 ,-34.40 ,-20.50 ,-18.10 ,,,,,,,,,
417 ,6 ,00050380-0030109 ,0.18 ,-0.06 ,-0.04 ,0.35 ,0.44 ,0.29 ,0.17 ,-2.9 ,,,0.39 ,0.44 ,,,0.21 ,0.29 ,0.41 ,0.9 ,,1.11 ,1.2659308 ,-0.5030363 ,38.081 ,121.016 ,-69.808 ,144.80 ,thin ,K0III ,6.31 ,1.099 ,-10.10 ,-32.60 ,-34.50 ,4635.0 ,2.25 ,,,,,,,
98723 ,189987 ,20030526-0617167 ,-0.025 ,-0.07 ,,0.047 ,0.027 ,0.022 ,0.32 ,,,,0.195 ,0.245 ,,,0.167 ,0.008 ,,,,,300.7719456 ,-6.2880189 ,26.471 ,-28.424 ,-0.188 ,38.84 ,N/A ,K2/3V ,9.58 ,1.040 ,9999.00 ,9999.00 ,9999.00 ,4746.0 ,4.25 ,,,,,,,
420 ,23 ,00050748-5209062 ,0.02 ,0.01 ,-0.13 ,-0.03 ,0.03 ,-0.02 ,-0.03 ,,,,-0.09 ,,,,-0.06 ,0.02 ,-0.16 ,,,-0.22 ,1.2812304 ,-52.1517393 ,-3.741 ,-12.557 ,-40.149 ,42.23 ,thin ,G0V ,7.52 ,0.577 ,39.90 ,-21.70 ,-16.10 ,6154.0 ,,,,,,,,
65963 ,117579 ,13312869-0800263 ,-0.045 ,,,0.07 ,-0.105 ,-0.11 ,-0.02 ,,,,-0.165 ,-0.07 ,,,-0.03 ,-0.145 ,,,,,202.8695300 ,-8.0073460 ,1.729 ,-7.164 ,-47.673 ,48.24 ,N/A ,G6V ,8.85 ,0.721 ,9999.00 ,9999.00 ,9999.00 ,5478.0 ,4.52 ,,,,,,,
65971 ,117845 ,13313376+5857103 ,-0.24 ,,-0.06 ,-0.295 ,-0.175 ,-0.08 ,-0.135 ,,,,-0.25 ,-0.275 ,,,-0.195 ,-0.275 ,-0.58 ,,,-0.05 ,202.8906190 ,58.9529180 ,8.489 ,-32.184 ,30.230 ,44.96 ,thin ,G2V ,8.09 ,0.585 ,-11.60 ,-5.80 ,-2.50 ,5835.3 ,4.41 ,,,,,,,
436 ,55 ,00051767-6749577 ,-0.64 ,-0.245 ,-0.07 ,-0.4835 ,-0.6 ,-0.4155 ,-0.2115 ,,,,-0.485 ,-0.4025 ,,,-0.43 ,-0.6 ,-0.73 ,-0.66 ,,0.36 ,1.3237030 ,-67.8325904 ,1.139 ,4.514 ,15.695 ,16.37 ,thin ,K4.5V ,8.48 ,1.076 ,35.60 ,-47.60 ,-2.40 ,4616.5 ,4.53 ,,,,,,,
33212 ,50554 ,06544283+2414441 ,0.02 ,0.0665 ,0.02 ,0.02 ,-0.0095 ,0.049 ,0.0275 ,-0.785 ,0.01 ,,-0.075 ,-0.036 ,,,0.015 ,-0.027 ,-0.23 ,-0.1495 ,,-0.12 ,103.6784426 ,24.2455580 ,-19.670 ,-0.116 ,-24.145 ,31.14 ,thin ,F8V ,6.84 ,0.582 ,3.70 ,-9.60 ,-11.00 ,6011.3 ,4.42 ,,b ,1293.0 ,4.954 ,0.501 ,2.353 ,
65982 ,117635 ,13314000-0219027 ,-0.375 ,,-0.28 ,-0.115 ,-0.24 ,-0.145 ,-0.02 ,-3.02 ,,,-0.12 ,-0.07 ,,,-0.13 ,-0.365 ,-0.18 ,-0.41 ,,0.24 ,202.9164460 ,-2.3173800 ,5.877 ,-20.154 ,-22.690 ,30.91 ,thin ,G8V ,7.36 ,0.781 ,-135.60 ,-28.30 ,-5.30 ,5255.8 ,4.28 ,,,,,,,
65986 ,117359 ,13314442-6725001 ,-0.09 ,-0.100909 ,,-0.033 ,-0.087 ,-0.075 ,0.034 ,,,,-0.125 ,-0.04 ,,,-0.091 ,-0.113 ,-0.22 ,-0.21 ,,,202.9350903 ,-67.4166828 ,2.061 ,-6.606 ,53.953 ,54.40 ,thin ,K0V ,9.38 ,0.838 ,-1.00 ,-32.00 ,35.40 ,5261.3 ,4.43 ,,,,,,,
33220 ,51133 ,06544755-3108251 ,-0.6 ,,-0.27 ,-0.24 ,-0.48 ,-0.46 ,-0.42 ,,,,-0.55 ,-0.63 ,,,,-0.68 ,,-0.56 ,,,103.6981291 ,-31.1402694 ,-115.269 ,-2.948 ,32.615 ,119.83 ,thin ,F2V ,8.28 ,0.396 ,-128.60 ,-33.90 ,-14.10 ,6694.3 ,4.07 ,,,,,,,
459 ,67 ,00052848-6113332 ,0.04 ,0.04 ,-0.27 ,0.05 ,0.026 ,0.08 ,0.116 ,-1.37 ,,,0.08 ,0.005 ,,,0.019 ,0.022 ,-0.22 ,-0.17 ,,,1.3685510 ,-61.2258541 ,-0.406 ,-1.981 ,57.434 ,57.47 ,thin ,G5V ,8.80 ,0.666 ,-9.30 ,-26.60 ,1.50 ,5760.3 ,4.56 ,,,,,,,
98764 ,,20033536-7345135 ,-0.27 ,-0.32 ,,-0.17 ,-0.2975 ,-0.153 ,,,,,-0.0175 ,-0.1875 ,,,-0.227 ,-0.288 ,-0.53 ,-0.43 ,,,300.8972355 ,-73.7537746 ,-2.166 ,1.808 ,38.236 ,38.34 ,N/A ,K2.5V(k) ,9.55 ,0.952 ,9999.00 ,9999.00 ,9999.00 ,4861.5 ,4.38 ,,,,,,,
33229 ,51608 ,06545134-5515335 ,-0.06 ,,0.05 ,0.06 ,-4.26742e-16 ,0.02 ,0.1 ,,,,-0.075 ,0.07 ,,,0.04 ,-0.04 ,-0.09 ,-0.2 ,,0.12 ,103.7139214 ,-55.2593281 ,-9.720 ,-0.402 ,33.648 ,35.03 ,thin ,K0IV-V ,8.17 ,0.771 ,21.20 ,-34.20 ,-25.50 ,5372.5 ,4.36 ,,,,,,,
98767 ,190360 ,20033732+2953493 ,0.25 ,0.4 ,0.2 ,0.34 ,0.28 ,0.23 ,0.34 ,-2.87 ,0.16 ,,0.245 ,0.3345 ,,,0.375 ,0.28 ,0.19 ,0.27 ,,0.27 ,300.9058539 ,29.8968042 ,0.639 ,-0.524 ,-15.979 ,16.00 ,thick ,G7IV-V ,5.71 ,0.749 ,-12.10 ,-44.80 ,-64.00 ,5552.2 ,4.32 ,,b c ,2915.03687 17.111 ,1.54 0.06 ,0.31 0.237 ,3.97 0.1304 ,
71076 ,127667 ,14320453+1850099 ,-0.37 ,-0.17 ,-0.15 ,-0.31 ,-0.25 ,-0.37 ,-0.43 ,-0.88 ,,,-0.34 ,-0.57 ,,-0.01 ,-0.38 ,-0.39 ,-0.58 ,-0.53 ,,-0.2 ,218.0188507 ,18.8360709 ,-17.086 ,-51.242 ,-0.728 ,54.02 ,thin ,F8 ,7.84 ,0.509 ,-51.40 ,-42.40 ,12.60 ,6071.6 ,4.22 ,,,,,,,
475 ,70 ,00054166+5818478 ,-0.3 ,-0.02 ,-0.29 ,-0.37 ,-0.18 ,-0.25 ,-0.37 ,-1.65 ,,,-0.35 ,-0.45 ,,-0.12 ,-0.3 ,-0.36 ,-0.46 ,-0.42 ,,-0.07 ,1.4236281 ,58.3132591 ,-1.324 ,-8.930 ,45.998 ,46.88 ,thin ,G0V ,8.22 ,0.636 ,6.30 ,-31.80 ,-40.60 ,5762.0 ,4.40 ,,,,,,,
476 ,87 ,00054195+1323465 ,-0.03 ,-0.31 ,-0.1 ,-0.005 ,0.085 ,0.13 ,0.04 ,-2.275 ,,,0.19 ,0.17 ,,,0.05 ,,-0.17 ,-0.04 ,,0.44 ,1.4248427 ,13.3962667 ,11.874 ,80.778 ,89.256 ,120.97 ,thin ,G4III ,5.55 ,0.901 ,-19.30 ,-11.60 ,-7.50 ,5085.0 ,2.88 ,,,,,,,
98785 ,190009 ,20034431-2235441 ,0.09 ,,0.07 ,0.16 ,0.085 ,0.115 ,0.035 ,,,,0.085 ,0.06 ,,,0.13 ,-0.01 ,,-0.055 ,,,300.9346237 ,-22.5955974 ,-39.361 ,30.439 ,34.367 ,60.47 ,thin ,F7V ,6.44 ,0.503 ,11.20 ,6.40 ,8.10 ,6333.2 ,3.96 ,,,,,,,
66018 ,117676 ,13320471-1115230 ,-0.19 ,,,-0.08 ,-0.13 ,-0.05 ,-0.03 ,,,,-0.09 ,-0.09 ,,,-0.15 ,-0.19 ,,,,,203.0196209 ,-11.2563866 ,-5.153 ,12.648 ,51.172 ,52.96 ,N/A ,G8V ,8.85 ,0.668 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
98792 ,190404 ,20035209+2320262 ,-0.57 ,-0.23 ,-0.26 ,-0.27 ,-0.38 ,-0.27 ,-0.24 ,,-0.66 ,,-0.54 ,-0.27 ,,,-0.305 ,-0.54 ,-0.54 ,-0.51 ,,0.21 ,300.9671962 ,23.3406851 ,-2.776 ,2.006 ,-15.224 ,15.61 ,thin ,K1V ,7.27 ,0.815 ,85.80 ,-46.50 ,27.50 ,4996.5 ,4.45 ,,,,,,,
490 ,105 ,00055255-4145109 ,0.09 ,0.05 ,0.06 ,-0.02 ,0.015 ,0.05 ,0.07 ,,0.02 ,,-0.12 ,-0.125 ,,,0.05 ,-0.02 ,-0.22 ,-0.3 ,,0.025 ,1.4689372 ,-41.7530683 ,-2.412 ,-23.597 ,30.662 ,38.77 ,thin ,G0V ,7.53 ,0.595 ,-9.60 ,-21.10 ,-1.40 ,6077.2 ,4.53 ,,,,,,,
493 ,101 ,00055473+1814058 ,-0.16 ,0.02 ,-0.18 ,-0.28 ,-0.15 ,-0.25 ,-0.33 ,-1.015 ,,,-0.3 ,-0.43 ,,-0.07 ,-0.25 ,-0.3 ,-0.48 ,-0.37 ,,0.01 ,1.4781197 ,18.2350074 ,2.824 ,30.389 ,-21.539 ,37.35 ,thin ,F8 ,7.45 ,0.596 ,44.80 ,-34.00 ,17.50 ,5907.0 ,4.41 ,,,,,,,
66033 ,117762 ,13321752+0621130 ,-0.27 ,-0.4 ,-0.25 ,-0.3 ,-0.41 ,-0.25 ,-0.27 ,,-0.28 ,,-0.49 ,-0.42 ,,,,-0.29 ,,,,,203.0730497 ,6.3536310 ,-49.446 ,104.941 ,8.186 ,116.30 ,thin ,K0 ,7.90 ,0.824 ,-59.90 ,31.00 ,-0.30 ,,,,,,,,,
82003 ,151288 ,16450635+3330330 ,0.42 ,,,0.89 ,0.75 ,0.44 ,0.41 ,,,,0.56 ,0.44 ,,,0.89 ,0.67 ,0.78 ,1.47 ,,2.27 ,251.2764607 ,33.5092261 ,-4.907 ,0.250 ,8.532 ,9.85 ,thin ,K7V ,8.10 ,1.310 ,-29.70 ,-12.60 ,-16.60 ,,,,,,,,,
33271 ,50384 ,06551520+4549351 ,0.12 ,-0.19 ,-0.07 ,0.2 ,0.2 ,0.25 ,0.1 ,-2.28 ,,,0.27 ,0.22 ,,,0.12 ,0.1 ,0.05 ,0.37 ,,0.64 ,103.8132767 ,45.8264097 ,31.094 ,4.405 ,112.027 ,116.34 ,thin ,K0III-IV ,6.31 ,0.945 ,-43.80 ,-32.20 ,-24.10 ,,,,,,,,,
33275 ,50867 ,06551744+0554377 ,3.46945e-17 ,,,0.13 ,-0.03 ,0.07 ,0.09 ,,,,-0.02 ,-0.04 ,,,0.17 ,-0.05 ,-0.44 ,-0.31 ,,-0.09 ,103.8226558 ,5.9104563 ,-48.548 ,-7.342 ,-19.198 ,52.72 ,thin ,F8 ,7.61 ,0.518 ,12.90 ,6.20 ,-0.20 ,6244.5 ,,,,,,,,
33277 ,50692 ,06551867+2522320 ,-0.095 ,-0.09 ,-0.045 ,0.03 ,-0.12 ,-0.02 ,-0.055 ,-1.33 ,-0.22 ,,-0.16 ,-0.05 ,,,-0.02 ,-0.155 ,-0.33 ,-0.23 ,,-0.14 ,103.8277779 ,25.3756955 ,-16.737 ,-2.619 ,4.199 ,17.45 ,thin ,G0V ,5.76 ,0.573 ,13.50 ,5.70 ,-4.90 ,5908.2 ,4.45 ,,,,,,,
66047 ,117618 ,13322555-4716168 ,0.04 ,0.07 ,0.01 ,0.0785 ,0.05 ,0.084 ,0.0505 ,-1.04 ,,,0.065 ,0.01 ,,,0.0515 ,0.033 ,-0.07 ,-0.053 ,,0.026 ,203.1064816 ,-47.2713648 ,17.033 ,-33.222 ,5.546 ,37.74 ,thin ,G0V ,7.17 ,0.603 ,5.40 ,-5.20 ,-21.70 ,5977.6 ,4.35 ,,b ,25.827 ,0.19 ,0.42 ,0.17 ,
98819 ,190406 ,20040620+1704125 ,0.09 ,0.15 ,0.01 ,0.09 ,0.07 ,0.13 ,0.08 ,-1.0 ,0.075 ,,0.035 ,0.03 ,,,0.14 ,0.06 ,-0.065 ,-0.08 ,,0.09 ,301.0259400 ,17.0701700 ,-3.104 ,1.976 ,-17.383 ,17.77 ,thin ,G0V ,5.80 ,0.600 ,42.10 ,-20.70 ,9.60 ,5908.2 ,4.39 ,,,,,,,
518 ,123 ,00061575+5826128 ,0.26 ,,0.25 ,0.02 ,0.07 ,0.06 ,0.13 ,-0.86 ,0.56 ,,-0.08 ,0.1 ,,,0.07 ,0.04 ,-0.2 ,-7.07767e-16 ,,0.1 ,1.5660010 ,58.4367630 ,-0.032 ,-6.701 ,20.406 ,21.48 ,thin ,G4V ,5.93 ,0.687 ,-18.30 ,-24.90 ,-0.80 ,5698.8 ,4.66 ,,,,,,,
522 ,142 ,,0.105 ,0.24 ,0.17 ,0.03 ,0.1425 ,0.13 ,0.13 ,-0.36 ,,,0.155 ,0.1 ,,,0.1225 ,0.065 ,-0.02 ,-0.059 ,,0.084 ,1.5798950 ,-49.0751850 ,-0.087 ,9.549 ,23.875 ,25.71 ,thin ,F7V ,5.70 ,0.519 ,-57.50 ,-37.50 ,-16.00 ,6247.5 ,4.33 ,,b c ,349.7 6005.0 ,1.25 5.3 ,0.17 0.21 ,1.02 6.8 ,
98828 ,190470 ,20041005+2547248 ,0.15 ,,,0.17 ,0.115 ,0.1 ,0.29 ,,,,,0.42 ,,,,0.07 ,,0.03 ,,,301.0418580 ,25.7902281 ,14.921 ,-9.170 ,13.522 ,22.13 ,thin ,K2.5V ,7.77 ,0.924 ,3.70 ,-10.00 ,4.90 ,5130.0 ,4.30 ,,,,,,,
530 ,153 ,00062601+4245098 ,0.03 ,0.29 ,0.24 ,-0.05 ,0.09 ,-0.09 ,-0.17 ,-2.58 ,0.51 ,,-0.02 ,-0.14 ,,0.21 ,-0.08 ,-0.09 ,-0.22 ,-0.24 ,,0.28 ,1.6084390 ,42.7527590 ,-1.343 ,35.654 ,-100.462 ,106.61 ,thin ,G1V ,8.36 ,0.624 ,-22.10 ,-45.40 ,3.80 ,5830.8 ,3.83 ,,,,,,,
98842 ,190056 ,20041958-3203226 ,-0.62 ,-0.45 ,-0.29 ,-0.16 ,-0.25 ,-0.33 ,-0.34 ,-3.28 ,,,-0.37 ,-0.16 ,,,-0.44 ,-0.59 ,-0.25 ,-0.72 ,,0.03 ,301.0816360 ,-32.0562970 ,62.330 ,-34.968 ,-53.252 ,89.13 ,thin ,K1III/IV ,4.99 ,1.208 ,-19.20 ,-2.80 ,-10.90 ,4370.0 ,2.40 ,,,,,,,
98845 ,190571 ,20042355+3333018 ,-0.21 ,-0.21 ,-0.215 ,-3.88578e-16 ,-0.2 ,-0.19 ,-0.06 ,,-0.21 ,,-0.14 ,-0.14 ,,,-0.235 ,-0.22 ,,-0.145 ,,-0.04 ,301.0981964 ,33.5504943 ,-47.543 ,25.647 ,85.445 ,101.09 ,thin ,G8V ,7.48 ,0.869 ,18.50 ,33.40 ,-12.50 ,5026.5 ,3.19 ,,,,,,,
544 ,166 ,00063674+2901175 ,0.18 ,0.23 ,0.01 ,0.09 ,0.11 ,0.2 ,0.17 ,-1.02 ,-0.07 ,,0.02 ,0.06 ,,,0.165 ,0.13 ,-0.05 ,0.04 ,,0.215 ,1.6532671 ,29.0215029 ,0.832 ,-10.067 ,-9.357 ,13.77 ,thin ,G8V ,6.13 ,0.752 ,-15.10 ,-21.30 ,-10.20 ,5471.0 ,4.60 ,,,,,,,
33324 ,51929 ,06555320-5656327 ,-0.62 ,-0.595 ,-0.255 ,-0.28 ,-0.445 ,-0.45 ,-0.33 ,-2.09 ,-0.65 ,,-0.535 ,-0.43 ,,,-0.4 ,-0.595 ,,-0.61 ,,,103.9716980 ,-56.9424370 ,-33.503 ,-10.332 ,-14.566 ,37.97 ,thick ,G2VFe-1.4CH-0.7 ,7.43 ,0.585 ,-112.00 ,-70.50 ,0.90 ,5784.0 ,4.14 ,,,,,,,
66098 ,117818 ,13325807-1009541 ,-0.265 ,-0.43 ,-0.27 ,-0.09 ,-0.05 ,-0.1 ,-0.19 ,-2.93 ,,,-0.14 ,-0.04 ,,,-0.18 ,-0.23 ,-0.29 ,-0.02 ,,0.3 ,203.2419701 ,-10.1650017 ,36.050 ,-51.662 ,57.547 ,85.32 ,thin ,G8III ,5.21 ,0.964 ,-3.50 ,-15.30 ,-7.00 ,4857.3 ,2.75 ,,,,,,,
569 ,208 ,00065388-0337343 ,-0.3 ,-0.16 ,-0.13 ,-0.195 ,-0.2645 ,-0.245 ,-0.252 ,-1.24 ,,,-0.2575 ,-0.3125 ,,,-0.2495 ,-0.309 ,-0.475 ,-0.465 ,,-0.35 ,1.7245028 ,-3.6262638 ,7.105 ,-45.863 ,24.438 ,52.45 ,thin ,G1V ,8.19 ,0.580 ,57.40 ,-42.00 ,7.50 ,5914.0 ,4.47 ,,,,,,,
98878 ,190412 ,20044660+0109217 ,-0.265 ,-0.23 ,-0.27 ,-0.225 ,-0.2 ,-0.18 ,-0.245 ,,-0.28 ,,-0.3 ,-0.215 ,,,-0.09 ,-0.255 ,-0.46 ,-0.36 ,,0.03 ,301.1941970 ,1.1560370 ,14.207 ,-5.985 ,35.012 ,38.26 ,thin ,G6/8V ,7.69 ,0.705 ,-30.70 ,-33.90 ,10.60 ,5373.0 ,,,,,,,,
66115 ,117860 ,13331132-0826360 ,0.11 ,-0.09 ,,-0.01 ,0.06 ,0.09 ,0.07 ,,,,-0.03 ,-0.09 ,,,-0.07 ,0.08 ,,,,0.04 ,203.2971422 ,-8.4433473 ,11.444 ,-14.612 ,-27.759 ,33.39 ,thin ,G2V ,7.36 ,0.624 ,-36.40 ,-13.40 ,2.50 ,5881.8 ,4.52 ,,,,,,,
32868 ,50117 ,06505842-1751161 ,0.11 ,0.06 ,0.02 ,0.08 ,0.11 ,0.06 ,0.09 ,,,,0.07 ,0.03 ,,,0.09 ,0.13 ,0.11 ,,,-0.05 ,102.7434030 ,-17.8543890 ,-20.979 ,28.081 ,54.015 ,64.39 ,thin ,G2V ,8.14 ,0.632 ,-74.50 ,-50.30 ,13.40 ,5960.5 ,,,,,,,,
607 ,249 ,00072254+2627025 ,-0.04 ,-0.23 ,-0.13 ,-0.1 ,-0.26 ,-0.06 ,-0.04 ,,-0.05 ,,-0.28 ,-0.11 ,,,,-0.03 ,,,,,1.8440105 ,26.4506011 ,-8.725 ,31.135 ,125.098 ,129.21 ,thick ,K1IV ,7.33 ,1.011 ,-45.10 ,-55.00 ,-78.20 ,4850.0 ,2.96 ,,,,,,,
66147 ,117936 ,13333239+0835122 ,0.24 ,,,,0.23 ,,0.13 ,,,,0.2 ,,,,,0.2 ,,,,,203.3849984 ,8.5867630 ,8.244 ,-8.809 ,13.407 ,18.04 ,thin ,K3+V ,7.96 ,1.026 ,-42.20 ,-20.00 ,4.50 ,4823.3 ,4.61 ,,,,,,,
98916 ,190437 ,20050725-0418294 ,-0.13 ,,,-0.01 ,-0.11 ,0.03 ,4.61436e-16 ,,,,-0.18 ,-0.29 ,,,0.19 ,-0.17 ,-0.48 ,-0.55 ,,-0.28 ,301.2802779 ,-4.3080666 ,-26.928 ,8.704 ,66.137 ,71.94 ,thin ,F3/5V ,7.82 ,0.506 ,-32.60 ,9.30 ,-5.60 ,6134.0 ,,,,,,,,
33382 ,51219 ,06563418+0109435 ,0.04 ,0.14 ,0.01 ,0.02 ,0.09 ,-0.045 ,-0.02 ,-2.77 ,-0.12 ,,-0.01 ,-0.05 ,,,-0.03 ,-0.03 ,-0.12 ,-0.14 ,,0.32 ,104.1424389 ,1.1620846 ,-11.151 ,-5.663 ,28.877 ,31.47 ,thin ,G8V ,7.42 ,0.690 ,46.30 ,-59.90 ,-40.40 ,5578.3 ,4.40 ,,,,,,,
616 ,283 ,00073250-2349075 ,-0.51 ,-0.34 ,-0.27 ,-0.3485 ,-0.45 ,-0.392 ,-0.305 ,,,,-0.495 ,-0.36 ,,,-0.44 ,-0.52 ,-0.565 ,-0.585 ,,,1.8855909 ,-23.8187217 ,-2.568 ,7.887 ,31.591 ,32.66 ,thin ,G9.5V ,8.70 ,0.798 ,-55.80 ,-16.70 ,34.70 ,5128.7 ,4.52 ,,,,,,,
98921 ,190771 ,20050978+3828424 ,0.17 ,0.09 ,0.08 ,0.13 ,0.14 ,0.2 ,0.12 ,-0.96 ,0.14 ,,0.09 ,0.14 ,,,0.17 ,0.15 ,-0.085 ,0.045 ,,0.26 ,301.2907500 ,38.4784670 ,12.761 ,-3.977 ,13.206 ,18.79 ,thin ,G2V ,6.17 ,0.654 ,-26.60 ,-17.70 ,-15.60 ,5795.8 ,4.41 ,,,,,,,
98922 ,190498 ,20051014+0207077 ,0.24 ,,,0.34 ,0.25 ,0.35 ,0.54 ,,,,0.56 ,0.55 ,,,0.53 ,0.33 ,-0.32 ,-0.44 ,,0.34 ,301.2922356 ,2.1187977 ,-34.384 ,10.661 ,58.979 ,69.10 ,thin ,F6V ,6.77 ,0.479 ,13.00 ,-24.30 ,-16.80 ,6375.0 ,,,,,,,,
33392 ,,06564360-6041128 ,-0.03 ,-0.14 ,,0.043 ,-0.055 ,0.017 ,0.173 ,,,,0.11 ,0.145 ,,,0.061 ,-0.052 ,-0.19 ,-0.13 ,,,104.1816466 ,-60.6869883 ,25.243 ,14.090 ,44.701 ,53.23 ,N/A ,K ,10.02 ,0.964 ,9999.00 ,9999.00 ,9999.00 ,4986.0 ,4.54 ,,,,,,,
66170 ,117653 ,13334745-6831083 ,0.15 ,0.23 ,0.31 ,0.08 ,0.17 ,0.08 ,0.12 ,,,,0.14 ,0.09 ,,,0.08 ,0.19 ,,,,0.09 ,203.4477126 ,-68.5189885 ,-54.804 ,51.653 ,51.086 ,91.00 ,thin ,G1IV ,8.72 ,0.630 ,-26.60 ,-50.50 ,2.80 ,6239.0 ,,,,,,,,
641 ,299 ,00075205+5534372 ,0.26 ,,0.24 ,,0.2 ,,,,,,,,,,,,,,,,1.9670231 ,55.5770423 ,-10.623 ,25.393 ,-40.305 ,48.81 ,thin ,G0 ,7.81 ,0.610 ,-41.90 ,-20.40 ,-5.90 ,5965.0 ,,,,,,,,
